ID,ESTACION,FECHA,HORA,LONGITUD,LATITUD,ALTITUD,PM10,PM2_5,NO2,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,FECHA_CORTE
117,SAN_BORJA,20150106,010000,-77.0077,-12.1086,128,,27.7,,LIMA,LIMA,SAN_BORJA,150130,20240430
118,SAN_BORJA,20150106,020000,-77.0077,-12.1086,128,,29,,LIMA,LIMA,SAN_BORJA,150130,20240430
119,SAN_BORJA,20150106,030000,-77.0077,-12.1086,128,,18.7,,LIMA,LIMA,SAN_BORJA,150130,20240430
120,SAN_BORJA,20150106,040000,-77.0077,-12.1086,128,,12.5,,LIMA,LIMA,SAN_BORJA,150130,20240430
121,SAN_BORJA,20150106,050000,-77.0077,-12.1086,128,,9.7,,LIMA,LIMA,SAN_BORJA,150130,20240430
122,SAN_BORJA,20150106,060000,-77.0077,-12.1086,128,,9.2,,LIMA,LIMA,SAN_BORJA,150130,20240430
123,SAN_BORJA,20150106,070000,-77.0077,-12.1086,128,,14.4,,LIMA,LIMA,SAN_BORJA,150130,20240430
124,SAN_BORJA,20150106,080000,-77.0077,-12.1086,128,,15.8,,LIMA,LIMA,SAN_BORJA,150130,20240430
125,SAN_BORJA,20150106,090000,-77.0077,-12.1086,128,,15.9,,LIMA,LIMA,SAN_BORJA,150130,20240430
126,SAN_BORJA,20150106,100000,-77.0077,-12.1086,128,,11.3,,LIMA,LIMA,SAN_BORJA,150130,20240430
127,SAN_BORJA,20150106,110000,-77.0077,-12.1086,128,,13.6,,LIMA,LIMA,SAN_BORJA,150130,20240430
128,SAN_BORJA,20150106,120000,-77.0077,-12.1086,128,,16.2,,LIMA,LIMA,SAN_BORJA,150130,20240430
129,SAN_BORJA,20150106,130000,-77.0077,-12.1086,128,,14.7,,LIMA,LIMA,SAN_BORJA,150130,20240430
130,SAN_BORJA,20150106,140000,-77.0077,-12.1086,128,,19.7,,LIMA,LIMA,SAN_BORJA,150130,20240430
131,SAN_BORJA,20150106,150000,-77.0077,-12.1086,128,,19.7,,LIMA,LIMA,SAN_BORJA,150130,20240430
132,SAN_BORJA,20150106,160000,-77.0077,-12.1086,128,,24.3,,LIMA,LIMA,SAN_BORJA,150130,20240430
133,SAN_BORJA,20150106,170000,-77.0077,-12.1086,128,,22,,LIMA,LIMA,SAN_BORJA,150130,20240430
134,SAN_BORJA,20150106,180000,-77.0077,-12.1086,128,,22.4,,LIMA,LIMA,SAN_BORJA,150130,20240430
135,SAN_BORJA,20150106,190000,-77.0077,-12.1086,128,,19.4,,LIMA,LIMA,SAN_BORJA,150130,20240430
136,SAN_BORJA,20150106,200000,-77.0077,-12.1086,128,,14.1,,LIMA,LIMA,SAN_BORJA,150130,20240430
137,SAN_BORJA,20150106,210000,-77.0077,-12.1086,128,,9.2,,LIMA,LIMA,SAN_BORJA,150130,20240430
138,SAN_BORJA,20150106,220000,-77.0077,-12.1086,128,,24.9,,LIMA,LIMA,SAN_BORJA,150130,20240430
139,SAN_BORJA,20150106,230000,-77.0077,-12.1086,128,,15.4,,LIMA,LIMA,SAN_BORJA,150130,20240430
140,SAN_BORJA,20150107,000000,-77.0077,-12.1086,128,,29.3,,LIMA,LIMA,SAN_BORJA,150130,20240430
141,SAN_BORJA,20150107,010000,-77.0077,-12.1086,128,,18.5,,LIMA,LIMA,SAN_BORJA,150130,20240430
142,SAN_BORJA,20150107,020000,-77.0077,-12.1086,128,,15.4,,LIMA,LIMA,SAN_BORJA,150130,20240430
143,SAN_BORJA,20150107,030000,-77.0077,-12.1086,128,,14.7,,LIMA,LIMA,SAN_BORJA,150130,20240430
